V1 V2 V3 Level
0.42109102353271 -0.361633081560864 -1.43096606094311 -0.444334178329309
0.767107794411937 -1.6829647419891 0.670271539985307 0.435438858493308
0.231157334104247 -1.09017644838969 -0.656120678324666 -0.0835266478163496
0.393731965660713 -0.721367661274187 1.49305757316892 0.9232958795822
1.487128945462 0.47361065851923 0.71282374730721 1.57575433674986
-0.707024936453953 1.14576258002161 -1.51523284834556 NaN
-0.522760116029271 -1.08222942741186 0.654325557856668 -0.114975835310207
2.64969167055438 0.105579621472447 -0.647820853589943 NaN
0.887510716157119 -1.38010222622226 -0.599078859287535 0.0382889668348204
-0.44189760873868 -1.82254140283741 0.228062763025774 NaN
0.93665115030944 1.40471543204456 1.32602381728173 NaN
-0.560043784759824 -1.75179134244085 0.326614184736413 -0.942407897006267
1.09857548730388 1.35958535443337 -0.189861033403913 NaN
0.422319200165541 0.842764669567824 -0.0450291328068102 0.65981071199337
-1.44096985016533 1.77057803090782 -0.524681209860598 -0.285338758984437
0.759420365764628 -1.84997033695688 1.22039600784385 NaN
-1.93530773508274 -0.559626285817607 0.651118640795862 0.9095977089257
-1.10513850197527 -1.20572744234873 -1.14637112169537 0.474217341218021
0.254702927582971 0.0875427175644965 -1.07337505775525 NaN
2.18689305416967 -0.995257966281149 0.102868363780962 -0.331553872531173
0.627769779381285 1.92514511813288 1.29794900225442 -0.287010532604251
0.12390010237276 -0.808314532204336 0.828985180657646 0.241530423232543
-0.959037092196992 0.609283510264302 1.62415739754813 1.6688039136288
1.78494820483799 -0.743198491301799 0.685968737554698 NaN
0.781013943924636 -1.36867232198286 0.0115432546164915 -0.0215442366221316
0.520945787986334 -1.22937913022862 0.520672112631559 NaN
-0.692669822950312 -0.236665288323095 0.896680021560955 0.285756827136044
-0.0843177432854178 -0.0774982379432209 0.550701930906599 0.193469286528612
-0.183273000210062 0.0531648049143878 -0.837476364602102 -0.744945928470608
-1.59308112686007 0.131670046158572 -0.162214154955247 0.428101507467825
0.378431663536022 -0.726851477508474 1.89721363894033 NaN
0.988109775808775 0.333715051284751 1.01077404877556 1.22084507354937
